news_id	현재제목	현재길이	원제(중)	제안제목	제안길이	사유
319741	2026년 ‘블루칩 전공’은 전부 공학계열…고학력 인재 제조업 대거 유입	40	报告：2026年本科绿牌专业都是工科，高学历人才涌入制造业7分钟前	보고서: 2026년 학부 그린카드 전공	21	길이초과(40>24), 원제번역과상이
319194	광둥·홍콩·마카오 대만구(大灣區), 산업·과학기술 협력 심화…혁신요소 이동 효율 제고	47	粤港澳大湾区：做深做实产业科技合作，提升创新要素流动效率	광둥-홍콩-마카오 대만구: 산업 과학기술	22	길이초과(47>24), 원제번역과상이
319288	알리바바·SpaceX·TSMC까지…AI·반도체·플랫폼 산업 전방위 변화와 갈등 동시 확대	49	小米开源终端AI编程助手；千问上线高考志愿填报Agent	샤오미 오픈소스 단말 AI 프로그래밍	20	길이초과(49>24), 원제번역과상이
319435	5월 CPI 1.2% 상승, PPI 3.9% 상승	27	5月物价数据释放哪些信息	5월 물가 데이터는 어떤 메시지를 보내는가?	24	길이초과(27>24), 원제번역과상이
319286	SK하이닉스, 이르면 8월 미국 상장 추진…중국 반도체 설계 ETF로 자금 유입 확대	47	SK海力士拟最早8月赴美上市，科创芯片设计ETF天弘（589070）换手率近6%，近5日“吸金”累超	SK하이닉스는 이르면 8월에 미국에 상장	22	길이초과(47>24), 원제번역과상이
319161	스페이스X 상장 임박…중국 상업우주항공 선두 기업들 IPO 경쟁 본격화	39	SpaceX上市引爆商业航天赛道	스페이스X 출시로 상업 우주 분야 붐	20	길이초과(39>24), 원제번역과상이
319164	중국 증시 2% 하락, 반도체·AI 강세	22	伊朗宣布对所有船只关闭霍尔木兹海峡；“世界杯经济”开场哨将响丨盘前情报	이란, 모든 선박에 호르무즈 해협 폐쇄	21	원제번역과상이
319024	신소재 분야 금고신재(金戈新材) 금일 상장	23	【数读IPO】新材料领域细分“小巨人”今日上市	[수독 IPO] 신소재 분야 세분화 '작	22	원제번역과상이
317870	대학입시 지원서 시장 금년 11.6억 위안	23	抢夺家庭刚需流量！阿里等大厂加码高考志愿智能体	대학입시 지원서 시장 금년 11.6억 위안	23	-
317868	태양광 모듈 1호 상장사 *ST억징, 15억 위안 사전 재정비 투자 계약	40	多个投资人入局 “光伏组件第一股”*ST亿晶预重整迎关键节点	여러 투자자가 '태양광 모듈 제1주'	20	길이초과(40>24), 원제번역과상이
316317	6월 외국 자본, 연속 5일 A주로 순유입	23	外资布局A股坚守“杠铃策略”	외국 자본이 A주에 배치되어 "바벨 전략"	23	원제번역과상이
316758	태양광 생산능력,  제품 수출 세금 환급 취소 등으로 경쟁 압력 증가	38	光伏行业迈向更加理性、稳健、可持续的新阶段	태양광 산업은 더욱 이성적이고 안정적이며	22	길이초과(38>24), 원제번역과상이
316208	중국 소비 증가, 전년 대비 2.4% 상승	23	5月多项高频数据回升 重点消费板块表现亮眼	5월 여러 고빈도 데이터 회복의 주요 소비	23	원제번역과상이
316844	상하이기술거래박람회 11일 개막	17	从秀场到交易场：上交会呈现全球技术贸易“上海样本“6411小时前	쇼장에서 거래장까지: 상하이 증권거래소	21	원제번역과상이
317074	중국 공업정보화부, 고급 광전자 칩 개발 강화…광전 융합 네트워크 실증 추진	42	工信部：加强高端光电芯片和器件研发 开展光电混合组网试验	공업정보화부: 고급 광전칩과 장치	18	길이초과(42>24), 원제번역과상이
316986	광둥 제조업체들의 AI 혁신…TCL, ‘전통적 개발 시대’ 벗어나 AI 에이전트 체제로 전환	51	广东制造大厂的AI实践：跑起来，送别“古法研发时代”	광둥 제조 대기업의 AI 실천: 달려라	21	길이초과(51>24), 원제번역과상이
316861	중국 1~5월 수출입 15.3% 증가…기계·전기제품·친환경 제품 수출 호조	41	拆解前5月外贸数据：机电产品、绿色产品出口表现亮眼	해체 전 5월 대외 무역 데이터: 기계	21	길이초과(41>24), 원제번역과상이
316823	AI 열풍에 재편되는 A주 시가총액 지도…올해 대장주는 첨단기술주가 장악	40	今年的牛股被谁承包了？科技浪下的A股版图重塑	AI 열풍에 재편되는 A주 시가총액	19	길이초과(40>24), 원제번역과상이
316342	중국, 휴머노이드 로봇 1만 대 현장 실증 추진…상용화 원년 선언	36	人形机器人与具身智能实景实训专项行动带动万台级规模落地 产业迈入商业验证元...	휴머노이드 로봇과 맞춤형 스마트 실경 실습	23	길이초과(36>24), 원제번역과상이
316319	ETF 280억 위안 유입, 첨단기술 분야 핵심 투자 테마	32	财经早报：280亿资金逆势布局股票型ETF 全球AI巨头竞速IPO	재경조보: 280억 자금 역풍 속에서도	21	길이초과(32>24), 원제번역과상이
316356	얼하이 Ⅱ급으로 수질 개선	14	最美科技工作者丨孔海南：只为海菜花重现洱海	가장 아름다운 과학기술자丨공해남: 오직	21	원제번역과상이
313717	159만 PFlOPS 도달, 중국 세계 2위	24	报告指出：我国智能算力规模位居全球第二	보고서는 중국의 지능형 컴퓨팅 파워 규모	22	원제번역과상이
316314	기술주 상승, 심창지수 3% 상승	18	A股市场快速轮动 科技股回暖	A주 시장이 빠르게 회전하며 과학 기술주	22	원제번역과상이
316070	중국 인공지능 제품 수출입 4조 1200억 위안, 52.4% 증가	36	从前5个月数据透视我国外贸脉动	지난 5개월 동안의 데이터는 중국 대외	21	길이초과(36>24), 원제번역과상이
314826	하반기 A주 IPO 62개 증가	17	发行审核提速、“超大单”回归，A股IPO全面回暖？23152小时前	하반기 A주 IPO 62개 증가	17	-
314961	금년 5개월 중국 상품 무역수출입 15.3% 증가	27	中国外贸超预期增长，芯片成爆款单品157152分钟前	칩이 히트 상품이 되었다. 157152분 전	24	길이초과(27>24), 원제번역과상이
314507	국신증권, 29건의 녹색 금융 주식 자금 조달 프로젝트 완료	33	国信证券深耕绿色金融	국신증권, 녹색금융에 심혈을 기울이다	20	길이초과(33>24), 원제번역과상이
313948	고특전자 상장 첫날 주가 800% 급등	21	高开800%！“储能BMS第一股”上市，中一签赚2.8万元	고특전자 상장 첫날 주가 800% 급등	21	-
313672	중국, 국가 차원 첫 고품질 데이터셋 구축 종합계획 발표	31	国家层面首次系统部署，六大行动引爆行业高质量数据集建设20分钟前	여섯 가지 주요 행동이 업계 고품질 데이터	23	길이초과(31>24), 원제번역과상이
314422	상하이 지수 4천 포인트 1.28%상승	21	【每日收评】创业板指震荡走高涨近4%，科技股迎集体反弹，PCB、芯片产业链联袂领涨	【매일 평가】창업판 지수가 4% 가까	20	원제번역과상이
313912	중국 무역, 수출입 15.3% 성장	19	【午报】科创50指数涨近3%，芯片产业链集体爆发，PCB、光通信概念反复活跃	[오보] 과창50지수 3% 가까이 상승	21	원제번역과상이
313802	A주 4대 지수 일제 상승…반도체·AI 인프라 급등, 반도체주 상한가 행진	41	创新药板块拉升滚动更新5138473小时前	혁신 의약품 섹터 상승 롤오버 5138473시간 전	28	길이초과(41>24), 원제번역과상이
313565	도시 지하관망 투자 5조 위안 예정	19	管网更新万亿投资启幕 十四只概念股获机构调研	관망 업데이트 1조 투자 개막 14개	20	원제번역과상이
313552	국제 금값 한때 4,300달러 붕괴…글로벌 자본시장, 초대형 기술 IPO 물결	43	财经早报：国际金价一度失守4300美元 全球资本市场迎来科技超级IPO潮	파이낸셜타임스: 국제 금값 한때 4300달러 붕괴 글로벌	31	길이초과(43>24), 원제번역과상이
312431	수원테크 금년 매출 2억 8700만 위안 증가	25	“国产GPU四小龙”或凑齐最后一位资本市场“牌友” 燧原科技将于6月15日上会	국산 GPU 네 마리 작은 용" 혹	19	길이초과(25>24), 원제번역과상이
313645	휴머노이드 로봇 및 체화지능 실환경 실증·훈련 특별행동을 위한 통지 발표	40	两部门：到2026年底人形机器人在一批代表性场景完成应用验证	두 부서: 2026년 말까지 휴머노이드	21	길이초과(40>24), 원제번역과상이
309671	금년 상하이시장, 1300억 위안 규모 재편성	25	百亿大单频现、产业整合提速，年内沪市新增重组290余家次116829分钟前	100억 대규모 단일 빈발	14	길이초과(25>24), 원제번역과상이
313551	충칭, 1600억 위안 자금 배정 도시 지하관망 건설 지원	32	管网更新万亿投资启幕 14只概念股获机构调研	관망 업데이트 1조 투자 개막 14개	20	길이초과(32>24), 원제번역과상이
310929	기관투자자, 란치테크놀로지, 안지테크놀로지, 화룬웨이 등 반도체 기업 조사	41	5月机构密集调研半导体产业链	5월 기관들은 반도체 산업 체인을 집중적	22	길이초과(41>24), 원제번역과상이
312069	'산업 고품질 데이터 세트 구축 행동 추진에 관한 실행 방안' 발표	37	国家层面首次系统性部署 高质量数据集成物理AI时代“新石油”	국가 차원 최초로 고품질 데이터 통합 물리	23	길이초과(37>24), 원제번역과상이
312206	향후 5년 동안 중국 도시 재개발 15조 위안 투자	28	城市更新有望撬动15万亿投资，多部门详解未来5年路线图13分钟前	도시 재생 15조 투자 유치 전망...다부처 향후 5년 로드맵	34	길이초과(28>24), 원제번역과상이
310957	후동중화조선, 액화천연가스 운반선의 핵심인 인와강 기술 80% 국산화	38	向海图强，点燃蓝色新引擎——看中国海洋经济“硬核”跃迁	해양경제 하드코어 도약	12	길이초과(38>24), 원제번역과상이
311958	5월 중국 승용차 소매 151만 대, 신에너지차 95만 대	32	超五成上市车企5月销量同比增长 乘联分会：市场仍具增长潜力	50% 이상의 상장 자동차 기업의 5월	21	길이초과(32>24), 원제번역과상이
311258	8일 오전장 상하이 지수 1.26% 하락	22	【午报】深成指与创业板指双双跌超2%，全市场超4500股飘绿，物理AI概念逆势走强	【오보】심성지수와 창업판지수가 모두 2%	22	원제번역과상이
310822	스피츠, 차량용 음성장비 시장점유율 22%	23	【看新股】思必驰再战科创板IPO：2025年营收不足此前预测五成	과창판 IPO 재도전: 2025년 매출	21	원제번역과상이
311038	항천위싱, 국태해통증권과 상장 절차 개시	22	累计融资超20亿元，商业航天测控龙头航天驭星启动IPO辅导	누적 자금 조달 20억 위안 초과	18	원제번역과상이
311148	인민은행, '위안화 예금 및 대출 금리 관리 규정' 개정	31	债市早参6月8日|私募业高质量发展18条出台，县区原则上不得新设政府投资基金；数据资产ABS被叫停	채권시장 조참 6월 8일 | 사모업 고품질	23	길이초과(31>24), 원제번역과상이
310902	창업판 지수 3% 하락, 거래액 3조 700억 위안 초과	31	券商晨会精华：科技股走势更多看产业本身能否继续兑现预期	증권사 조회정수: 기술주의 추세는 산업	21	길이초과(31>24), 원제번역과상이
311439	글로벌 핵융합 시장 5000억 달러 예상	22	未来产业获政策加码  重点赛道将培育更多“独角兽”	미래 산업 정책 강화 중점 분야에서는 더	22	원제번역과상이
310958	전국 누적 발전 설비 용량 39억 9천만 킬로와트 초과, 녹색 저탄소 전환으로 가속화	47	向绿、向智、向新——“数智+科创”驱动中国能源加速转型	녹색, 지능	6	길이초과(47>24), 원제번역과상이
310959	후베이성, 2천만 위안 투자 고순도 석영 기술 혁신	28	张联盟：石英产业不能只“挖石头”，更要“造精品”	석영산업, 돌 캐기보다 명품 만들자	19	길이초과(28>24), 원제번역과상이
310935	사모펀드 업계 진입 장벽 대폭 상승	19	私募基金开启“金石时代”：门槛抬升分级监管落地 优质创投受益	사모펀드 "금석시대" 열다: 문턱이 높아져	23	원제번역과상이
309582	신에너지 자동차 보험료 1900억 위안 돌파	24	一地喊话扩产品、优费率，新能源车险距离“一车一价”还有多远	한 지역에서 제품 확대와 우대 요금제	20	원제번역과상이
309407	AI 요양 기술 3장면 형성, 로봇 가격 2,999위안 하락	33	当养老“遇见”AI|直击老博会	노후에 AI를 만나다	11	길이초과(33>24), 원제번역과상이
309791	미래산업 발전 로드맵 20개 성 발표	20	国常会定调未来产业，多地已前瞻布局	국무원 상무 회의에서 미래 산업을 정조하여	23	원제번역과상이
